"episode","1000 hns with additional head stochastic - _step","1000 hns with additional head stochastic - reward"
"3649","3649","19.51"
"3650","3650","19.51"
"3651","3651","19.54"
"3652","3652","19.6"
"3653","3653","19.53"
"3654","3654","19.58"
"3655","3655","19.27"
"3656","3656","19.47"
"3657","3657","19.53"
"3658","3658","19.59"
"3659","3659","19.6"
"3660","3660","19.6"
"3661","3661","19.53"
"3662","3662","19.44"
"3663","3663","19.39"
"3664","3664","19.6"
"3665","3665","19.6"
"3666","3666","19.55"
"3667","3667","19.6"
"3668","3668","19.46"
"3669","3669","19.6"
"3670","3670","19.53"
"3671","3671","19.46"
"3672","3672","19.6"
"3673","3673","19.46"
"3674","3674","19.6"
"3675","3675","19.6"
"3676","3676","19.6"
"3677","3677","19.46"
"3678","3678","19.6"
"3679","3679","19.6"
"3680","3680","19.6"
"3681","3681","19.46"
"3682","3682","19.53"
"3683","3683","19.53"
"3684","3684","19.2"
"3685","3685","19.53"
"3686","3686","19.51"
"3687","3687","19.53"
"3688","3688","19.6"
"3689","3689","19.53"
"3690","3690","19.6"
"3691","3691","19.53"
"3692","3692","19.6"
"3693","3693","19.53"
"3694","3694","19.6"
"3695","3695","19.6"
"3696","3696","19.6"
"3697","3697","19.47"
"3698","3698","19.6"
"3699","3699","19.52"
"3700","3700","19.6"
"3701","3701","19.6"
"3702","3702","19.6"
"3703","3703","19.53"
"3704","3704","19.46"
"3705","3705","19.55"
"3706","3706","19.34"
"3707","3707","19.51"
"3708","3708","19.46"
"3709","3709","19.59"
"3710","3710","19.6"
"3711","3711","19.6"
"3712","3712","19.34"
"3713","3713","19.6"
"3714","3714","19.53"
"3715","3715","19.6"
"3716","3716","19.6"
"3717","3717","19.48"
"3718","3718","19.51"
"3719","3719","19.46"
"3720","3720","19.44"
"3721","3721","19.46"
"3722","3722","19.6"
"3723","3723","19.6"
"3724","3724","19.39"
"3725","3725","19.43"
"3726","3726","19.6"
"3727","3727","19.53"
"3728","3728","19.41"
"3729","3729","19.59"
"3730","3730","19.6"
"3731","3731","19.54"
"3732","3732","19.6"
"3733","3733","19.6"
"3734","3734","19.43"
"3735","3735","19.6"
"3736","3736","19.53"
"3737","3737","19.53"
"3738","3738","19.6"
"3739","3739","19.59"
"3740","3740","19.35"
"3741","3741","19.53"
"3742","3742","19.6"
"3743","3743","19.6"
"3744","3744","19.53"
"3745","3745","19.53"
"3746","3746","19.52"
"3747","3747","19.53"
"3748","3748","19.41"
"3749","3749","19.41"
"3750","3750","19.41"
"3751","3751","19.52"
"3752","3752","19.52"
"3753","3753","19.46"
"3754","3754","19.6"
"3755","3755","19.47"
"3756","3756","19.6"
"3757","3757","19.55"
"3758","3758","19.6"
"3759","3759","19.54"
"3760","3760","19.47"
"3761","3761","19.53"
"3762","3762","19.55"
"3763","3763","19.53"
"3764","3764","19.46"
"3765","3765","19.6"
"3766","3766","19.39"
"3767","3767","19.6"
"3768","3768","19.45"
"3769","3769","19.41"
"3770","3770","19.46"
"3771","3771","19.53"
"3772","3772","19.4"
"3773","3773","19.6"
"3774","3774","19.46"
"3775","3775","19.48"
"3776","3776","19.59"
"3777","3777","19.41"
"3778","3778","19.6"
"3779","3779","19.53"
"3780","3780","19.46"
"3781","3781","19.6"
"3782","3782","19.6"
"3783","3783","19.41"
"3784","3784","19.48"
"3785","3785","19.59"
"3786","3786","19.51"
"3787","3787","19.46"
"3788","3788","19.6"
"3789","3789","19.6"
"3790","3790","19.6"
"3791","3791","19.6"
"3792","3792","19.6"
"3793","3793","19.48"
"3794","3794","19.6"
"3795","3795","19.6"
"3796","3796","19.54"
"3797","3797","19.6"
"3798","3798","19.55"
"3799","3799","19.6"
"3800","3800","19.36"
"3801","3801","19.53"
"3802","3802","19.6"
"3803","3803","19.56"
"3804","3804","19.53"
"3805","3805","19.46"
"3806","3806","19.53"
"3807","3807","19.51"
"3808","3808","19.53"
"3809","3809","19.41"
"3810","3810","19.6"
"3811","3811","19.53"
"3812","3812","19.45"
"3813","3813","19.44"
"3814","3814","19.6"
"3815","3815","19.53"
"3816","3816","19.6"
"3817","3817","19.6"
"3818","3818","19.41"
"3819","3819","19.53"
"3820","3820","19.6"
"3821","3821","19.6"
"3822","3822","19.53"
"3823","3823","19.6"
"3824","3824","19.53"
"3825","3825","19.48"
"3826","3826","19.56"
"3827","3827","19.6"
"3828","3828","19.53"
"3829","3829","19.6"
"3830","3830","19.56"
"3831","3831","19.54"
"3832","3832","19.6"
"3833","3833","19.6"
"3834","3834","19.46"
"3835","3835","19.6"
"3836","3836","19.31"
"3837","3837","19.53"
"3838","3838","19.6"
"3839","3839","19.52"
"3840","3840","19.53"
"3841","3841","19.59"
"3842","3842","19.6"
"3843","3843","19.53"
"3844","3844","19.6"
"3845","3845","19.6"
"3846","3846","19.6"
"3847","3847","19.55"
"3848","3848","19.53"
"3849","3849","19.6"
"3850","3850","19.6"
"3851","3851","19.34"
"3852","3852","19.53"
"3853","3853","19.6"
"3854","3854","19.5"
"3855","3855","19.47"
"3856","3856","19.6"
"3857","3857","19.26"
"3858","3858","19.41"
"3859","3859","19.6"
"3860","3860","19.53"
"3861","3861","19.6"
"3862","3862","19.6"
"3863","3863","19.54"
"3864","3864","19.53"
"3865","3865","19.6"
"3866","3866","19.6"
"3867","3867","19.6"
"3868","3868","19.6"
"3869","3869","19.53"
"3870","3870","19.53"
"3871","3871","19.51"
"3872","3872","19.6"
"3873","3873","19.56"
"3874","3874","19.53"
"3875","3875","19.53"
"3876","3876","19.6"
"3877","3877","19.5"
"3878","3878","19.46"
"3879","3879","19.53"
"3880","3880","19.53"
"3881","3881","19.6"
"3882","3882","19.6"
"3883","3883","19.53"
"3884","3884","19.39"
"3885","3885","19.53"
"3886","3886","19.6"
"3887","3887","19.43"
"3888","3888","19.51"
"3889","3889","19.39"
"3890","3890","19.6"
"3891","3891","19.46"
"3892","3892","19.48"
"3893","3893","19.58"
"3894","3894","19.49"
"3895","3895","19.41"
"3896","3896","19.53"
"3897","3897","19.55"
"3898","3898","19.6"
"3899","3899","19.56"
"3900","3900","19.6"
"3901","3901","19.53"
"3902","3902","19.5"
"3903","3903","19.41"
"3904","3904","19.34"
"3905","3905","19.46"
"3906","3906","19.6"
"3907","3907","19.48"
"3908","3908","19.55"
"3909","3909","19.45"
"3910","3910","19.37"
"3911","3911","19.51"
"3912","3912","19.53"
"3913","3913","19.52"
"3914","3914","19.58"
"3915","3915","19.48"
"3916","3916","19.6"
"3917","3917","19.53"
"3918","3918","19.6"
"3919","3919","19.56"
"3920","3920","19.44"
"3921","3921","19.53"
"3922","3922","19.6"
"3923","3923","19.45"
"3924","3924","19.35"
"3925","3925","19.29"
"3926","3926","19.53"
"3927","3927","19.53"
"3928","3928","19.6"
"3929","3929","19.53"
"3930","3930","19.45"
"3931","3931","19.48"
"3932","3932","19.54"
"3933","3933","19.6"
"3934","3934","19.46"
"3935","3935","19.6"
"3936","3936","19.53"
"3937","3937","19.6"
"3938","3938","19.49"
"3939","3939","19.6"
"3940","3940","19.46"
"3941","3941","19.52"
"3942","3942","19.53"
"3943","3943","19.56"
"3944","3944","19.56"
"3945","3945","19.6"
"3946","3946","19.6"
"3947","3947","19.6"
"3948","3948","19.46"
"3949","3949","19.63"
"3950","3950","19.6"
"3951","3951","19.45"
"3952","3952","19.53"
"3953","3953","19.6"
"3954","3954","19.53"
"3955","3955","19.55"
"3956","3956","19.53"
"3957","3957","19.53"
"3958","3958","19.45"
"3959","3959","19.45"
"3960","3960","19.52"
"3961","3961","19.6"
"3962","3962","19.31"
"3963","3963","19.6"
"3964","3964","19.53"
"3965","3965","19.49"
"3966","3966","19.6"
"3967","3967","19.53"
"3968","3968","19.6"
"3969","3969","19.6"
"3970","3970","19.38"
"3971","3971","19.53"
"3972","3972","19.39"
"3973","3973","19.6"
"3974","3974","19.6"
"3975","3975","19.53"
"3976","3976","19.6"
"3977","3977","19.53"
"3978","3978","19.53"
"3979","3979","19.6"
"3980","3980","19.34"
"3981","3981","19.46"
"3982","3982","19.6"
"3983","3983","19.6"
"3984","3984","19.46"
"3985","3985","19.53"
"3986","3986","19.53"
"3987","3987","19.6"
"3988","3988","19.52"
"3989","3989","19.41"
"3990","3990","19.6"
"3991","3991","19.46"
"3992","3992","19.6"
"3993","3993","19.6"
"3994","3994","19.53"
"3995","3995","19.6"
"3996","3996","19.58"
"3997","3997","19.6"
"3998","3998","19.53"
"3999","3999","19.6"
"4000","4000","19.53"
"4001","4001","19.53"
"4002","4002","19.53"
"4003","4003","19.6"
"4004","4004","19.53"
"4005","4005","19.53"
"4006","4006","19.6"
"4007","4007","19.39"
"4008","4008","19.53"
"4009","4009","19.6"
"4010","4010","19.6"
"4011","4011","19.43"
"4012","4012","19.53"
"4013","4013","19.52"
"4014","4014","19.6"
"4015","4015","19.6"
"4016","4016","19.6"
"4017","4017","19.6"
"4018","4018","19.53"
"4019","4019","19.6"
"4020","4020","19.6"
"4021","4021","19.53"
"4022","4022","19.55"
"4023","4023","19.54"
"4024","4024","19.53"
"4025","4025","19.6"
"4026","4026","19.6"
"4027","4027","19.6"
"4028","4028","19.53"
"4029","4029","19.6"
"4030","4030","19.6"
"4031","4031","19.6"
"4032","4032","19.53"
"4033","4033","19.54"
"4034","4034","19.29"
"4035","4035","19.53"
"4036","4036","19.54"
"4037","4037","19.46"
"4038","4038","19.6"
"4039","4039","19.6"
"4040","4040","19.6"
"4041","4041","19.6"
"4042","4042","19.6"
"4043","4043","19.6"
"4044","4044","19.52"
"4045","4045","19.5"
"4046","4046","19.59"
"4047","4047","19.46"
"4048","4048","19.6"
"4049","4049","19.39"
"4050","4050","19.6"
"4051","4051","19.53"
"4052","4052","19.53"
"4053","4053","19.48"
"4054","4054","19.53"
"4055","4055","19.6"
"4056","4056","19.53"
"4057","4057","19.39"
"4058","4058","19.55"
"4059","4059","19.53"
"4060","4060","19.53"
"4061","4061","19.59"
"4062","4062","19.6"
"4063","4063","19.55"
"4064","4064","19.39"
"4065","4065","19.6"
"4066","4066","19.58"
"4067","4067","19.41"
"4068","4068","19.55"
"4069","4069","19.6"
"4070","4070","19.6"
"4071","4071","19.6"
"4072","4072","19.53"
"4073","4073","19.53"
"4074","4074","19.6"
"4075","4075","19.6"
"4076","4076","19.6"
"4077","4077","19.6"
"4078","4078","19.53"
"4079","4079","19.53"
"4080","4080","19.53"
"4081","4081","19.6"
"4082","4082","19.6"
"4083","4083","19.6"
"4084","4084","19.49"
"4085","4085","19.6"
"4086","4086","19.6"
"4087","4087","19.59"
"4088","4088","19.6"
"4089","4089","19.47"
"4090","4090","19.53"
"4091","4091","19.53"
"4092","4092","19.53"
"4093","4093","19.6"
"4094","4094","19.59"
"4095","4095","19.6"
"4096","4096","19.6"
"4097","4097","19.53"
"4098","4098","19.6"
"4099","4099","19.6"
"4100","4100","19.48"
"4101","4101","19.6"
"4102","4102","19.41"
"4103","4103","19.3"
"4104","4104","19.6"
"4105","4105","19.59"
"4106","4106","19.29"
"4107","4107","19.43"
"4108","4108","19.6"
"4109","4109","19.41"
"4110","4110","19.32"
"4111","4111","19.41"
"4112","4112","19.53"
"4113","4113","19.6"
"4114","4114","19.54"
"4115","4115","19.46"
"4116","4116","19.39"
"4117","4117","19.53"
"4118","4118","19.53"
"4119","4119","19.6"
"4120","4120","19.6"
"4121","4121","19.6"
"4122","4122","19.6"
"4123","4123","19.6"
"4124","4124","19.57"
"4125","4125","19.58"
"4126","4126","19.52"
"4127","4127","19.6"
"4128","4128","19.51"
"4129","4129","19.44"
"4130","4130","19.6"
"4131","4131","19.6"
"4132","4132","19.52"
"4133","4133","19.44"
"4134","4134","19.53"
"4135","4135","19.6"
"4136","4136","19.47"
"4137","4137","19.42"
"4138","4138","19.47"
"4139","4139","19.48"
"4140","4140","19.43"
"4141","4141","19.6"
"4142","4142","19.6"
"4143","4143","19.53"
"4144","4144","19.39"
"4145","4145","19.52"
"4146","4146","19.54"
"4147","4147","19.6"
"4148","4148","19.6"
"4149","4149","19.53"
"4150","4150","19.6"
"4151","4151","19.53"
"4152","4152","19.6"
"4153","4153","19.6"
"4154","4154","19.58"
"4155","4155","19.6"
"4156","4156","19.53"
"4157","4157","19.53"
"4158","4158","19.6"
"4159","4159","19.51"
"4160","4160","19.52"
"4161","4161","19.53"
"4162","4162","19.43"
"4163","4163","19.58"
"4164","4164","19.6"
"4165","4165","19.47"
"4166","4166","19.58"
"4167","4167","19.6"
"4168","4168","19.43"
"4169","4169","19.51"
"4170","4170","19.51"
"4171","4171","19.51"
"4172","4172","19.53"
"4173","4173","19.41"
"4174","4174","19.53"
"4175","4175","19.48"
"4176","4176","19.42"
"4177","4177","19.53"
"4178","4178","19.55"
"4179","4179","19.53"
"4180","4180","19.58"
"4181","4181","19.6"
"4182","4182","19.58"
"4183","4183","19.55"
"4184","4184","19.5"
"4185","4185","19.6"
"4186","4186","19.55"
"4187","4187","19.38"
"4188","4188","19.46"
"4189","4189","19.53"
"4190","4190","19.42"
"4191","4191","19.4"
"4192","4192","19.6"
"4193","4193","19.48"
"4194","4194","19.5"
"4195","4195","19.59"
"4196","4196","19.45"
"4197","4197","19.46"
"4198","4198","19.53"
"4199","4199","19.6"
"4200","4200","19.5"
"4201","4201","19.58"
"4202","4202","19.6"
"4203","4203","19.6"
"4204","4204","19.53"
"4205","4205","19.53"
"4206","4206","19.6"
"4207","4207","19.46"
"4208","4208","19.6"
"4209","4209","19.6"
"4210","4210","19.46"
"4211","4211","19.6"
"4212","4212","19.6"
"4213","4213","19.6"
"4214","4214","19.54"
"4215","4215","19.39"
"4216","4216","19.6"
"4217","4217","19.42"
"4218","4218","19.32"
"4219","4219","19.39"
"4220","4220","19.6"
"4221","4221","19.46"
"4222","4222","19.6"
"4223","4223","19.53"
"4224","4224","19.59"
"4225","4225","19.6"
"4226","4226","19.6"
"4227","4227","19.45"
"4228","4228","19.59"
"4229","4229","19.53"
"4230","4230","19.6"
"4231","4231","19.39"
"4232","4232","19.6"
"4233","4233","19.51"
"4234","4234","19.45"
"4235","4235","19.6"
"4236","4236","19.6"
"4237","4237","19.6"
"4238","4238","19.59"
"4239","4239","19.6"
"4240","4240","19.46"
"4241","4241","19.6"
"4242","4242","19.46"
"4243","4243","19.42"
"4244","4244","19.6"
"4245","4245","19.6"
"4246","4246","19.6"
"4247","4247","19.48"
"4248","4248","19.53"
"4249","4249","19.6"
"4250","4250","19.6"
"4251","4251","19.46"
"4252","4252","19.6"
"4253","4253","19.6"
"4254","4254","19.6"
"4255","4255","19.53"
"4256","4256","19.39"
"4257","4257","19.6"
"4258","4258","19.46"
"4259","4259","19.6"
"4260","4260","19.46"
"4261","4261","19.6"
"4262","4262","19.6"
"4263","4263","19.46"
"4264","4264","19.6"
"4265","4265","19.46"
"4266","4266","19.53"
"4267","4267","19.39"
"4268","4268","19.6"
"4269","4269","19.5"
"4270","4270","19.6"
"4271","4271","19.48"
"4272","4272","19.6"
"4273","4273","19.6"
"4274","4274","19.53"
"4275","4275","19.53"
"4276","4276","19.39"
"4277","4277","19.41"
"4278","4278","19.6"
"4279","4279","19.48"
"4280","4280","19.6"
"4281","4281","19.34"
"4282","4282","19.34"
"4283","4283","19.6"
"4284","4284","19.39"
"4285","4285","19.53"
"4286","4286","19.53"
"4287","4287","19.6"
"4288","4288","19.53"
"4289","4289","19.41"
"4290","4290","19.6"
"4291","4291","19.47"
"4292","4292","19.53"
"4293","4293","19.48"
"4294","4294","19.6"
"4295","4295","19.47"
"4296","4296","19.53"
"4297","4297","19.6"
"4298","4298","19.48"
"4299","4299","19.48"
"4300","4300","19.53"
"4301","4301","19.6"
"4302","4302","19.6"
"4303","4303","19.46"
"4304","4304","19.6"
"4305","4305","19.6"
"4306","4306","19.6"
"4307","4307","19.6"
"4308","4308","19.6"
"4309","4309","19.6"
"4310","4310","19.6"
"4311","4311","19.6"
"4312","4312","19.53"
"4313","4313","19.6"
"4314","4314","19.6"
"4315","4315","19.53"
"4316","4316","19.59"
"4317","4317","19.59"
"4318","4318","19.53"
"4319","4319","19.6"
"4320","4320","19.6"
"4321","4321","19.53"
"4322","4322","19.53"
"4323","4323","19.53"
"4324","4324","19.59"
"4325","4325","19.6"
"4326","4326","19.6"
"4327","4327","19.52"
"4328","4328","19.48"
"4329","4329","19.53"
"4330","4330","19.52"
"4331","4331","19.49"
"4332","4332","19.6"
"4333","4333","19.6"
"4334","4334","19.53"
"4335","4335","19.6"
"4336","4336","19.6"
"4337","4337","19.59"
"4338","4338","19.47"
"4339","4339","19.23"
"4340","4340","19.6"
"4341","4341","19.53"
"4342","4342","19.6"
"4343","4343","19.42"
"4344","4344","19.59"
"4345","4345","19.41"
"4346","4346","19.6"
"4347","4347","19.52"
"4348","4348","19.6"
"4349","4349","19.53"
"4350","4350","19.6"
"4351","4351","19.6"
"4352","4352","19.59"
"4353","4353","19.55"
"4354","4354","19.6"
"4355","4355","19.6"
"4356","4356","19.53"
"4357","4357","19.6"
"4358","4358","19.26"
"4359","4359","19.54"
"4360","4360","19.57"
"4361","4361","19.59"
"4362","4362","19.44"
"4363","4363","19.59"
"4364","4364","19.53"
"4365","4365","19.46"
"4366","4366","19.48"
"4367","4367","19.53"
"4368","4368","19.35"
"4369","4369","19.6"
"4370","4370","19.57"
"4371","4371","19.52"
"4372","4372","19.44"
"4373","4373","19.59"
"4374","4374","19.51"
"4375","4375","19.59"
"4376","4376","19.51"
"4377","4377","19.58"
"4378","4378","19.45"
"4379","4379","19.55"
"4380","4380","19.54"
"4381","4381","19.47"
"4382","4382","19.48"
"4383","4383","19.51"
"4384","4384","19.52"
"4385","4385","19.46"
"4386","4386","19.5"
"4387","4387","19.56"
"4388","4388","19.51"
"4389","4389","19.58"
"4390","4390","19.58"
"4391","4391","19.52"
"4392","4392","19.59"
"4393","4393","19.45"
"4394","4394","19.59"
"4395","4395","19.5"
"4396","4396","19.6"
"4397","4397","19.53"
"4398","4398","19.27"
"4399","4399","19.59"
"4400","4400","19.54"
"4401","4401","19.53"
"4402","4402","19.53"
"4403","4403","19.59"
"4404","4404","19.53"
"4405","4405","19.53"
"4406","4406","19.59"
"4407","4407","19.6"
"4408","4408","19.58"
"4409","4409","19.53"
"4410","4410","19.6"
"4411","4411","19.53"
"4412","4412","19.53"
"4413","4413","19.6"
"4414","4414","19.53"
"4415","4415","19.6"
"4416","4416","19.52"
"4417","4417","19.59"
"4418","4418","19.6"
"4419","4419","19.52"
"4420","4420","19.6"
"4421","4421","19.51"
"4422","4422","19.46"
"4423","4423","19.6"
"4424","4424","19.6"
"4425","4425","19.6"
"4426","4426","19.6"
"4427","4427","19.6"
"4428","4428","19.44"
"4429","4429","19.41"
"4430","4430","19.4"
"4431","4431","19.6"
"4432","4432","19.6"
"4433","4433","19.6"
"4434","4434","19.6"
"4435","4435","19.53"
"4436","4436","19.6"
"4437","4437","19.59"
"4438","4438","19.6"
"4439","4439","19.6"
"4440","4440","19.53"
"4441","4441","19.52"
"4442","4442","19.6"
"4443","4443","19.56"
"4444","4444","19.53"
"4445","4445","19.53"
"4446","4446","19.6"
"4447","4447","19.45"
"4448","4448","19.59"
"4449","4449","19.6"
"4450","4450","19.6"
"4451","4451","19.59"
"4452","4452","19.53"
"4453","4453","19.6"
"4454","4454","19.6"
"4455","4455","19.41"
"4456","4456","19.6"
"4457","4457","19.53"
"4458","4458","19.53"
"4459","4459","19.6"
"4460","4460","19.53"
"4461","4461","19.49"
"4462","4462","19.6"
"4463","4463","19.57"
"4464","4464","19.41"
"4465","4465","19.54"
"4466","4466","19.6"
"4467","4467","19.6"
"4468","4468","19.6"
"4469","4469","19.6"
"4470","4470","19.53"
"4471","4471","19.6"
"4472","4472","19.6"
"4473","4473","19.6"
"4474","4474","19.46"
"4475","4475","19.39"
"4476","4476","19.53"
"4477","4477","19.6"
"4478","4478","19.6"
"4479","4479","19.6"
"4480","4480","19.59"
"4481","4481","19.46"
"4482","4482","19.53"
"4483","4483","19.6"
"4484","4484","19.6"
"4485","4485","19.51"
"4486","4486","19.46"
"4487","4487","19.6"
"4488","4488","19.52"
"4489","4489","19.6"
"4490","4490","19.53"
"4491","4491","19.53"
"4492","4492","19.6"
"4493","4493","19.6"
"4494","4494","19.46"
"4495","4495","19.6"
"4496","4496","19.6"
"4497","4497","19.53"
"4498","4498","19.6"
"4499","4499","19.6"
"4500","4500","19.6"
"4501","4501","19.6"
"4502","4502","19.46"
"4503","4503","19.53"
"4504","4504","19.6"
"4505","4505","19.53"
"4506","4506","19.6"
"4507","4507","19.53"
"4508","4508","19.45"
"4509","4509","19.6"
"4510","4510","19.6"
"4511","4511","19.53"
"4512","4512","19.6"
"4513","4513","19.48"
"4514","4514","19.6"
"4515","4515","19.6"
"4516","4516","19.6"
"4517","4517","19.6"
"4518","4518","19.53"
"4519","4519","19.53"
"4520","4520","19.46"
"4521","4521","19.53"
"4522","4522","19.53"
"4523","4523","19.6"
"4524","4524","19.59"
"4525","4525","19.53"
"4526","4526","19.6"
"4527","4527","19.53"
"4528","4528","19.52"
"4529","4529","19.53"
"4530","4530","19.6"
"4531","4531","19.6"
"4532","4532","19.53"
"4533","4533","19.53"
"4534","4534","19.53"
"4535","4535","19.6"
"4536","4536","19.6"
"4537","4537","19.59"
"4538","4538","19.6"
"4539","4539","19.59"
"4540","4540","19.6"
"4541","4541","19.53"
"4542","4542","19.6"
"4543","4543","19.52"
"4544","4544","19.53"
"4545","4545","19.46"
"4546","4546","19.53"
"4547","4547","19.6"
"4548","4548","19.53"
"4549","4549","19.6"
"4550","4550","19.53"
"4551","4551","19.59"
"4552","4552","19.6"
"4553","4553","19.53"
"4554","4554","19.53"
"4555","4555","19.6"
"4556","4556","19.53"
"4557","4557","19.6"
"4558","4558","19.6"
"4559","4559","19.57"
"4560","4560","19.54"
"4561","4561","19.6"
"4562","4562","19.57"
"4563","4563","19.6"
"4564","4564","19.6"
"4565","4565","19.59"
"4566","4566","19.53"
"4567","4567","19.52"
"4568","4568","19.6"
"4569","4569","19.56"
"4570","4570","19.32"
"4571","4571","19.6"
"4572","4572","19.6"
"4573","4573","19.5"
"4574","4574","19.6"
"4575","4575","19.57"
"4576","4576","19.6"
"4577","4577","19.6"
"4578","4578","19.5"
"4579","4579","19.47"
"4580","4580","19.53"
"4581","4581","19.6"
"4582","4582","19.53"
"4583","4583","19.44"
"4584","4584","19.6"
"4585","4585","19.48"
"4586","4586","19.53"
"4587","4587","19.53"
"4588","4588","19.5"
"4589","4589","19.6"
"4590","4590","19.59"
"4591","4591","19.46"
"4592","4592","19.6"
"4593","4593","19.57"
"4594","4594","19.6"
"4595","4595","19.6"
"4596","4596","19.6"
"4597","4597","19.6"
"4598","4598","19.6"
"4599","4599","19.6"
"4600","4600","19.57"
"4601","4601","19.46"
"4602","4602","19.58"
"4603","4603","19.53"
"4604","4604","19.46"
"4605","4605","19.53"
"4606","4606","19.6"
"4607","4607","19.5"
"4608","4608","19.45"
"4609","4609","19.4"
"4610","4610","19.55"
"4611","4611","19.5"
"4612","4612","19.38"
"4613","4613","19.5"
"4614","4614","19.6"
"4615","4615","19.6"
"4616","4616","19.6"
"4617","4617","19.53"
"4618","4618","19.53"
"4619","4619","19.5"
"4620","4620","19.53"
"4621","4621","19.53"
"4622","4622","19.53"
"4623","4623","19.48"
"4624","4624","19.53"
"4625","4625","19.6"
"4626","4626","19.46"
"4627","4627","19.57"
"4628","4628","19.56"
"4629","4629","19.6"
"4630","4630","19.53"
"4631","4631","19.52"
"4632","4632","19.5"
"4633","4633","19.53"
"4634","4634","19.53"
"4635","4635","19.41"
"4636","4636","19.6"
"4637","4637","19.53"
"4638","4638","19.53"
"4639","4639","19.6"
"4640","4640","19.6"
"4641","4641","19.6"
"4642","4642","19.53"
"4643","4643","19.44"
"4644","4644","19.6"
"4645","4645","19.46"
"4646","4646","19.6"
"4647","4647","19.51"
"4648","4648","19.53"
"4649","4649","19.6"
"4650","4650","19.6"
"4651","4651","19.53"
"4652","4652","19.6"
"4653","4653","19.49"
"4654","4654","19.53"
"4655","4655","19.6"
"4656","4656","19.53"
"4657","4657","19.53"
"4658","4658","19.46"
"4659","4659","19.53"
"4660","4660","19.58"
"4661","4661","19.51"
"4662","4662","19.6"
"4663","4663","19.6"
"4664","4664","19.6"
"4665","4665","19.6"
"4666","4666","19.46"
"4667","4667","19.53"
"4668","4668","19.53"
"4669","4669","19.6"
"4670","4670","19.52"
"4671","4671","19.6"
"4672","4672","19.6"
"4673","4673","19.46"
"4674","4674","19.48"
"4675","4675","19.6"
"4676","4676","19.6"
"4677","4677","19.6"
"4678","4678","19.53"
"4679","4679","19.57"
"4680","4680","19.46"
"4681","4681","19.6"
"4682","4682","19.53"
"4683","4683","19.46"
"4684","4684","19.6"
"4685","4685","19.6"
"4686","4686","19.6"
"4687","4687","19.48"
"4688","4688","19.6"
"4689","4689","19.54"
"4690","4690","19.6"
"4691","4691","19.6"
"4692","4692","19.6"
"4693","4693","19.6"
"4694","4694","19.54"
"4695","4695","19.59"
"4696","4696","19.59"
"4697","4697","19.6"
"4698","4698","19.59"
"4699","4699","19.6"
"4700","4700","19.45"
"4701","4701","19.6"
"4702","4702","19.6"
"4703","4703","19.6"
"4704","4704","19.6"
"4705","4705","19.56"
"4706","4706","19.6"
"4707","4707","19.6"
"4708","4708","19.6"
"4709","4709","19.6"
"4710","4710","19.53"
"4711","4711","19.6"
"4712","4712","19.63"
"4713","4713","19.39"
"4714","4714","19.6"
"4715","4715","19.6"
"4716","4716","19.57"
"4717","4717","19.6"
"4718","4718","19.57"
"4719","4719","19.6"
"4720","4720","19.48"
"4721","4721","19.6"
"4722","4722","19.6"
"4723","4723","19.39"
"4724","4724","19.6"
"4725","4725","19.46"
"4726","4726","19.59"
"4727","4727","19.6"
"4728","4728","19.6"
"4729","4729","19.6"
"4730","4730","19.53"
"4731","4731","19.53"
"4732","4732","19.59"
"4733","4733","19.6"
"4734","4734","19.57"
"4735","4735","19.6"
"4736","4736","19.6"
"4737","4737","19.6"
"4738","4738","19.6"
"4739","4739","19.53"
"4740","4740","19.48"
"4741","4741","19.6"
"4742","4742","19.52"
"4743","4743","19.6"
"4744","4744","19.53"
"4745","4745","19.53"
"4746","4746","19.54"
"4747","4747","19.53"
"4748","4748","19.49"
"4749","4749","19.51"
"4750","4750","19.6"
"4751","4751","19.39"
"4752","4752","19.6"
"4753","4753","19.58"
"4754","4754","19.53"
"4755","4755","19.53"
"4756","4756","19.6"
"4757","4757","19.4"
"4758","4758","19.53"
"4759","4759","19.54"
"4760","4760","19.6"
"4761","4761","19.48"
"4762","4762","19.6"
"4763","4763","19.6"
"4764","4764","19.6"
"4765","4765","19.42"
"4766","4766","19.6"
"4767","4767","19.6"
"4768","4768","19.59"
"4769","4769","19.6"
"4770","4770","19.35"
"4771","4771","19.52"
"4772","4772","19.53"
"4773","4773","19.52"
"4774","4774","19.53"
"4775","4775","19.6"
"4776","4776","19.2"
"4777","4777","19.6"
"4778","4778","19.45"
"4779","4779","19.46"
"4780","4780","19.6"
"4781","4781","19.53"
"4782","4782","19.53"
"4783","4783","19.6"
"4784","4784","19.39"
"4785","4785","19.6"
"4786","4786","19.37"
"4787","4787","19.32"
"4788","4788","19.53"
"4789","4789","19.53"
"4790","4790","19.6"
"4791","4791","19.6"
"4792","4792","19.53"
"4793","4793","19.39"
"4794","4794","19.6"
"4795","4795","19.6"
"4796","4796","19.59"
"4797","4797","19.6"
"4798","4798","19.53"
"4799","4799","19.44"
"4800","4800","19.48"
"4801","4801","19.52"
"4802","4802","19.6"
"4803","4803","19.53"
"4804","4804","19.53"
"4805","4805","19.6"
"4806","4806","19.4"
"4807","4807","19.48"
"4808","4808","19.55"
"4809","4809","19.59"
"4810","4810","19.52"
"4811","4811","19.6"
